Module Category,Country,Message Category,Message Code,Message Content,"Source Key (tham khảo, khong nhap)"
APS,베트남어,라벨,aps_dialog_adjust_note,"Sau khi lưu, bấm nút Apply để phản ánh chỉnh sửa vào matrix.",dialog.adjust.note
APS,중국어,라벨,aps_dialog_adjust_note,保存后请点击Apply按钮以反映到矩阵中。,dialog.adjust.note
APS,한국어,라벨,aps_dialog_adjust_title,일정조정,dialog.adjust.title
APS,영어,라벨,aps_dialog_adjust_title,Schedule Adjustment,dialog.adjust.title
APS,베트남어,라벨,aps_dialog_adjust_title,Điều chỉnh lịch trình,dialog.adjust.title
APS,중국어,라벨,aps_dialog_adjust_title,日程调整,dialog.adjust.title
APS,한국어,라벨,aps_dialog_dispatch_confirmHeader,생산지시 생성 확인,dialog.dispatch.confirmHeader
APS,영어,라벨,aps_dialog_dispatch_confirmHeader,Confirm Work Order Creation,dialog.dispatch.confirmHeader
APS,베트남어,라벨,aps_dialog_dispatch_confirmHeader,Xác nhận tạo chỉ thị sản xuất,dialog.dispatch.confirmHeader
APS,중국어,라벨,aps_dialog_dispatch_confirmHeader,确认创建生产指示,dialog.dispatch.confirmHeader
APS,한국어,라벨,aps_dialog_dispatch_confirmMessage,전송 시 생산지시가 생성되며 더 이상 수정할 수 없습니다. 확인해 주세요.,dialog.dispatch.confirmMessage
APS,영어,라벨,aps_dialog_dispatch_confirmMessage,"Once sent, the work order will be created and can no longer be edited. Please confirm.",dialog.dispatch.confirmMessage
APS,베트남어,라벨,aps_dialog_dispatch_confirmMessage,"Khi gửi sẽ tạo chỉ thị sản xuất, không thể chỉnh sửa lại nữa. Vui lòng xác nhận.",dialog.dispatch.confirmMessage
APS,중국어,라벨,aps_dialog_dispatch_confirmMessage,发送后将创建生产指示，且无法再修改。请确认。,dialog.dispatch.confirmMessage
APS,한국어,라벨,aps_dialog_dispatch_noPlans,생산지시를 생성할 계획이 없습니다.,dialog.dispatch.noPlans
APS,영어,라벨,aps_dialog_dispatch_noPlans,No plans available to create a work order.,dialog.dispatch.noPlans
APS,베트남어,라벨,aps_dialog_dispatch_noPlans,Không có kế hoạch nào để tạo chỉ thị.,dialog.dispatch.noPlans
APS,중국어,라벨,aps_dialog_dispatch_noPlans,没有可创建生产指示的计划。,dialog.dispatch.noPlans
APS,한국어,라벨,aps_dialog_dispatch_title,생산지시 생성,dialog.dispatch.title
APS,영어,라벨,aps_dialog_dispatch_title,Create Work Order,dialog.dispatch.title
APS,베트남어,라벨,aps_dialog_dispatch_title,Tạo chỉ thị sản xuất,dialog.dispatch.title
APS,중국어,라벨,aps_dialog_dispatch_title,创建生产指示,dialog.dispatch.title
APS,한국어,라벨,aps_dialog_purchase_noShortage,이 제품에 부족한 자재가 없습니다.,dialog.purchase.noShortage
APS,영어,라벨,aps_dialog_purchase_noShortage,No material shortage for this product.,dialog.purchase.noShortage
APS,베트남어,라벨,aps_dialog_purchase_noShortage,Không có nguyên liệu nào thiếu cho sản phẩm này.,dialog.purchase.noShortage
APS,중국어,라벨,aps_dialog_purchase_noShortage,该产品没有短缺的物料。,dialog.purchase.noShortage
APS,한국어,라벨,aps_dialog_purchase_note,메모,dialog.purchase.note
APS,영어,라벨,aps_dialog_purchase_note,Memo,dialog.purchase.note
APS,베트남어,라벨,aps_dialog_purchase_note,Ghi chú,dialog.purchase.note
APS,중국어,라벨,aps_dialog_purchase_note,备注,dialog.purchase.note
APS,한국어,라벨,aps_dialog_purchase_onHandQty,현재 재고,dialog.purchase.onHandQty
APS,영어,라벨,aps_dialog_purchase_onHandQty,Current Stock,dialog.purchase.onHandQty
APS,베트남어,라벨,aps_dialog_purchase_onHandQty,Tồn kho hiện có,dialog.purchase.onHandQty
APS,중국어,라벨,aps_dialog_purchase_onHandQty,当前库存,dialog.purchase.onHandQty
APS,한국어,라벨,aps_dialog_purchase_requestQty,요청 수량,dialog.purchase.requestQty
APS,영어,라벨,aps_dialog_purchase_requestQty,Request Qty,dialog.purchase.requestQty
APS,베트남어,라벨,aps_dialog_purchase_requestQty,SL yêu cầu mua,dialog.purchase.requestQty
APS,중국어,라벨,aps_dialog_purchase_requestQty,请求数量,dialog.purchase.requestQty
APS,한국어,라벨,aps_dialog_purchase_shortageQty,부족 수량,dialog.purchase.shortageQty
APS,영어,라벨,aps_dialog_purchase_shortageQty,Shortage Qty,dialog.purchase.shortageQty
APS,베트남어,라벨,aps_dialog_purchase_shortageQty,SL thiếu,dialog.purchase.shortageQty
APS,중국어,라벨,aps_dialog_purchase_shortageQty,短缺数量,dialog.purchase.shortageQty
APS,한국어,라벨,aps_dialog_purchase_stagedNote,임시 저장됨 — 해당 계획의 생산지시 생성 시에만 전송됩니다.,dialog.purchase.stagedNote
APS,영어,라벨,aps_dialog_purchase_stagedNote,Staged — will only be sent when the work order for this plan is created.,dialog.purchase.stagedNote
APS,베트남어,라벨,aps_dialog_purchase_stagedNote,Đã lưu tạm — chỉ gửi khi tạo chỉ thị sản xuất cho kế hoạch này.,dialog.purchase.stagedNote
APS,중국어,라벨,aps_dialog_purchase_stagedNote,已临时保存 — 仅在为该计划创建作业指示时才会发送。,dialog.purchase.stagedNote
APS,한국어,라벨,aps_dialog_purchase_title,구매요청,dialog.purchase.title
APS,영어,라벨,aps_dialog_purchase_title,Purchase Request,dialog.purchase.title
APS,베트남어,라벨,aps_dialog_purchase_title,Yêu cầu mua hàng,dialog.purchase.title
APS,중국어,라벨,aps_dialog_purchase_title,采购请求,dialog.purchase.title
APS,한국어,라벨,aps_filter_completionFrom,생산완료일 (시작),filter.completionFrom
APS,영어,라벨,aps_filter_completionFrom,Completion date (from),filter.completionFrom
APS,베트남어,라벨,aps_filter_completionFrom,Ngày hoàn thành SX (từ),filter.completionFrom
APS,중국어,라벨,aps_filter_completionFrom,生产完成日 (开始),filter.completionFrom
APS,한국어,라벨,aps_filter_completionTo,생산완료일 (종료),filter.completionTo
APS,영어,라벨,aps_filter_completionTo,Completion date (to),filter.completionTo
APS,베트남어,라벨,aps_filter_completionTo,Ngày hoàn thành SX (đến),filter.completionTo
APS,중국어,라벨,aps_filter_completionTo,生产完成日 (结束),filter.completionTo
APS,한국어,라벨,aps_filter_dateRange,기간,filter.dateRange
APS,영어,라벨,aps_filter_dateRange,Date range,filter.dateRange
APS,베트남어,라벨,aps_filter_dateRange,Khoảng ngày,filter.dateRange
APS,중국어,라벨,aps_filter_dateRange,期间,filter.dateRange
APS,한국어,라벨,aps_filter_item,품목,filter.item
APS,영어,라벨,aps_filter_item,Item,filter.item
APS,베트남어,라벨,aps_filter_item,Item,filter.item
APS,중국어,라벨,aps_filter_item,品项,filter.item
APS,한국어,라벨,aps_filter_risk,리스크,filter.risk
APS,영어,라벨,aps_filter_risk,Risk,filter.risk
APS,베트남어,라벨,aps_filter_risk,Rủi ro,filter.risk
APS,중국어,라벨,aps_filter_risk,风险,filter.risk
APS,한국어,라벨,aps_filter_workCenter,워크센터,filter.workCenter
APS,영어,라벨,aps_filter_workCenter,Work Center,filter.workCenter
APS,베트남어,라벨,aps_filter_workCenter,Work Center,filter.workCenter
APS,중국어,라벨,aps_filter_workCenter,工作中心,filter.workCenter
APS,한국어,라벨,aps_filterBar_apsDocNo,APS전표번호,filterBar.apsDocNo
APS,영어,라벨,aps_filterBar_apsDocNo,APS Doc No.,filterBar.apsDocNo
APS,베트남어,라벨,aps_filterBar_apsDocNo,Số chứng từ APS,filterBar.apsDocNo
APS,중국어,라벨,aps_filterBar_apsDocNo,APS单据编号,filterBar.apsDocNo
APS,한국어,라벨,aps_filterBar_businessUnit,사업부,filterBar.businessUnit
APS,영어,라벨,aps_filterBar_businessUnit,Business Unit,filterBar.businessUnit
APS,베트남어,라벨,aps_filterBar_businessUnit,Đơn vị KD,filterBar.businessUnit
APS,중국어,라벨,aps_filterBar_businessUnit,事业部,filterBar.businessUnit
APS,한국어,라벨,aps_filterBar_dept,부서,filterBar.dept
APS,영어,라벨,aps_filterBar_dept,Department,filterBar.dept
APS,베트남어,라벨,aps_filterBar_dept,Phòng ban,filterBar.dept
APS,중국어,라벨,aps_filterBar_dept,部门,filterBar.dept
APS,한국어,라벨,aps_filterBar_owner,담당자,filterBar.owner
APS,영어,라벨,aps_filterBar_owner,Owner,filterBar.owner
APS,베트남어,라벨,aps_filterBar_owner,Người phụ trách,filterBar.owner
APS,중국어,라벨,aps_filterBar_owner,负责人,filterBar.owner
APS,한국어,라벨,aps_filterBar_planType,계획구분,filterBar.planType
APS,영어,라벨,aps_filterBar_planType,Plan Type,filterBar.planType
APS,베트남어,라벨,aps_filterBar_planType,Loại kế hoạch,filterBar.planType
APS,중국어,라벨,aps_filterBar_planType,计划类型,filterBar.planType
APS,한국어,라벨,aps_filterBar_requestDate,요청일,filterBar.requestDate
APS,영어,라벨,aps_filterBar_requestDate,Request Date,filterBar.requestDate
APS,베트남어,라벨,aps_filterBar_requestDate,Ngày yêu cầu,filterBar.requestDate
APS,중국어,라벨,aps_filterBar_requestDate,请求日期,filterBar.requestDate
APS,한국어,라벨,aps_filterBar_rev,Rev.,filterBar.rev
APS,영어,라벨,aps_filterBar_rev,Rev.,filterBar.rev
APS,베트남어,라벨,aps_filterBar_rev,Rev.,filterBar.rev
APS,중국어,라벨,aps_filterBar_rev,Rev.,filterBar.rev
APS,한국어,라벨,aps_filterBar_status,처리상태,filterBar.status
APS,영어,라벨,aps_filterBar_status,Status,filterBar.status
APS,베트남어,라벨,aps_filterBar_status,Trạng thái xử lý,filterBar.status
APS,중국어,라벨,aps_filterBar_status,处理状态,filterBar.status
APS,한국어,라벨,aps_kpi_materialShort,공정 투입 자재 부족,kpi.materialShort
APS,영어,라벨,aps_kpi_materialShort,Material Shortage on Input,kpi.materialShort
APS,베트남어,라벨,aps_kpi_materialShort,Thiếu vật liệu,kpi.materialShort
APS,중국어,라벨,aps_kpi_materialShort,投入物料短缺,kpi.materialShort
APS,한국어,라벨,aps_kpi_onTime,계획납기 준수율,kpi.onTime
APS,영어,라벨,aps_kpi_onTime,On-time Delivery Rate,kpi.onTime
APS,베트남어,라벨,aps_kpi_onTime,Tỉ lệ giao hàng đúng hạn,kpi.onTime
APS,중국어,라벨,aps_kpi_onTime,按期交货率,kpi.onTime
APS,한국어,라벨,aps_kpi_overloadWc,공정 부하율 초과,kpi.overloadWc
APS,영어,라벨,aps_kpi_overloadWc,Workcenter Overload,kpi.overloadWc
APS,베트남어,라벨,aps_kpi_overloadWc,WC quá tải,kpi.overloadWc
APS,중국어,라벨,aps_kpi_overloadWc,工作中心超负荷,kpi.overloadWc
APS,한국어,라벨,aps_kpi_planRisk,계획수립 예상 리스크,kpi.planRisk
APS,영어,라벨,aps_kpi_planRisk,Expected Planning Risk,kpi.planRisk
APS,베트남어,라벨,aps_kpi_planRisk,Rủi ro dự kiến,kpi.planRisk
APS,중국어,라벨,aps_kpi_planRisk,预期计划风险,kpi.planRisk
APS,한국어,라벨,aps_kpi_unitCase,건,kpi.unitCase
APS,영어,라벨,aps_kpi_unitCase,cases,kpi.unitCase
APS,베트남어,라벨,aps_kpi_unitCase,vụ,kpi.unitCase
APS,중국어,라벨,aps_kpi_unitCase,件,kpi.unitCase
APS,한국어,라벨,aps_kpi_unitPct,%,kpi.unitPct
APS,영어,라벨,aps_kpi_unitPct,%,kpi.unitPct
APS,베트남어,라벨,aps_kpi_unitPct,%,kpi.unitPct
APS,중국어,라벨,aps_kpi_unitPct,%,kpi.unitPct
APS,한국어,라벨,aps_kpi_unitWc,%WC,kpi.unitWc
APS,영어,라벨,aps_kpi_unitWc,%WC,kpi.unitWc
APS,베트남어,라벨,aps_kpi_unitWc,%WC,kpi.unitWc
APS,중국어,라벨,aps_kpi_unitWc,%WC,kpi.unitWc
APS,한국어,라벨,aps_loadMatrix_col_count,지시건수,loadMatrix.col.count
APS,영어,라벨,aps_loadMatrix_col_count,Order Count,loadMatrix.col.count
APS,베트남어,라벨,aps_loadMatrix_col_count,Số chỉ thị,loadMatrix.col.count
APS,중국어,라벨,aps_loadMatrix_col_count,指示件数,loadMatrix.col.count
APS,한국어,라벨,aps_loadMatrix_col_qtySum,지시량계,loadMatrix.col.qtySum
APS,영어,라벨,aps_loadMatrix_col_qtySum,Total Qty,loadMatrix.col.qtySum
APS,베트남어,라벨,aps_loadMatrix_col_qtySum,Tổng SL,loadMatrix.col.qtySum
APS,중국어,라벨,aps_loadMatrix_col_qtySum,指示总量,loadMatrix.col.qtySum
APS,한국어,라벨,aps_loadMatrix_col_wc,워크센터,loadMatrix.col.wc
APS,영어,라벨,aps_loadMatrix_col_wc,Work Center,loadMatrix.col.wc
APS,베트남어,라벨,aps_loadMatrix_col_wc,Work Center,loadMatrix.col.wc
APS,중국어,라벨,aps_loadMatrix_col_wc,工作中心,loadMatrix.col.wc
APS,한국어,라벨,aps_loadMatrix_legend_both,자재부족+부하초과,loadMatrix.legend.both
APS,영어,라벨,aps_loadMatrix_legend_both,Shortage + Overload,loadMatrix.legend.both
APS,베트남어,라벨,aps_loadMatrix_legend_both,Thiếu VL + Quá tải,loadMatrix.legend.both
APS,중국어,라벨,aps_loadMatrix_legend_both,物料短缺+超负荷,loadMatrix.legend.both
APS,한국어,라벨,aps_loadMatrix_legend_empty,미배정,loadMatrix.legend.empty
APS,영어,라벨,aps_loadMatrix_legend_empty,Unassigned,loadMatrix.legend.empty
APS,베트남어,라벨,aps_loadMatrix_legend_empty,Chưa phân bổ,loadMatrix.legend.empty
APS,중국어,라벨,aps_loadMatrix_legend_empty,未分配,loadMatrix.legend.empty
APS,한국어,라벨,aps_loadMatrix_legend_materialShort,자재부족,loadMatrix.legend.materialShort
APS,영어,라벨,aps_loadMatrix_legend_materialShort,Material Shortage,loadMatrix.legend.materialShort
APS,베트남어,라벨,aps_loadMatrix_legend_materialShort,Thiếu vật liệu,loadMatrix.legend.materialShort
APS,중국어,라벨,aps_loadMatrix_legend_materialShort,物料短缺,loadMatrix.legend.materialShort
APS,한국어,라벨,aps_loadMatrix_legend_normal,정상,loadMatrix.legend.normal
APS,영어,라벨,aps_loadMatrix_legend_normal,Normal,loadMatrix.legend.normal
APS,베트남어,라벨,aps_loadMatrix_legend_normal,Bình thường,loadMatrix.legend.normal
APS,중국어,라벨,aps_loadMatrix_legend_normal,正常,loadMatrix.legend.normal
APS,한국어,라벨,aps_loadMatrix_legend_overload,부하초과,loadMatrix.legend.overload
APS,영어,라벨,aps_loadMatrix_legend_overload,Overload,loadMatrix.legend.overload
APS,베트남어,라벨,aps_loadMatrix_legend_overload,Quá tải,loadMatrix.legend.overload
APS,중국어,라벨,aps_loadMatrix_legend_overload,超负荷,loadMatrix.legend.overload
APS,한국어,라벨,aps_loadMatrix_subtitle,워크센터 × 날짜,loadMatrix.subtitle
APS,영어,라벨,aps_loadMatrix_subtitle,Work Center × Date,loadMatrix.subtitle
APS,베트남어,라벨,aps_loadMatrix_subtitle,Work Center × Ngày,loadMatrix.subtitle
APS,중국어,라벨,aps_loadMatrix_subtitle,工作中心 × 日期,loadMatrix.subtitle
APS,한국어,라벨,aps_loadMatrix_title,부하내역,loadMatrix.title
APS,영어,라벨,aps_loadMatrix_title,Load Detail,loadMatrix.title
APS,베트남어,라벨,aps_loadMatrix_title,Chi tiết tải,loadMatrix.title
APS,중국어,라벨,aps_loadMatrix_title,负荷明细,loadMatrix.title
APS,한국어,라벨,aps_loadMatrix_total,합계,loadMatrix.total
APS,영어,라벨,aps_loadMatrix_total,Total,loadMatrix.total
APS,베트남어,라벨,aps_loadMatrix_total,Tổng cộng,loadMatrix.total
APS,중국어,라벨,aps_loadMatrix_total,合计,loadMatrix.total
APS,한국어,라벨,aps_master_bom_child,하위품목,master.bom.child
APS,영어,라벨,aps_master_bom_child,Child Item,master.bom.child
APS,베트남어,라벨,aps_master_bom_child,Item con,master.bom.child
APS,중국어,라벨,aps_master_bom_child,下级品项,master.bom.child
APS,한국어,라벨,aps_master_bom_parent,상위품목,master.bom.parent
APS,영어,라벨,aps_master_bom_parent,Parent Item,master.bom.parent
APS,베트남어,라벨,aps_master_bom_parent,Item cha,master.bom.parent
APS,중국어,라벨,aps_master_bom_parent,上级品项,master.bom.parent
APS,한국어,라벨,aps_master_bom_qtyPer,소요량,master.bom.qtyPer
APS,영어,라벨,aps_master_bom_qtyPer,Qty per Unit,master.bom.qtyPer
APS,베트남어,라벨,aps_master_bom_qtyPer,Định mức,master.bom.qtyPer
APS,중국어,라벨,aps_master_bom_qtyPer,用量,master.bom.qtyPer
APS,한국어,라벨,aps_master_equipment_code,설비코드,master.equipment.code
APS,영어,라벨,aps_master_equipment_code,Equipment Code,master.equipment.code
APS,베트남어,라벨,aps_master_equipment_code,Mã thiết bị,master.equipment.code
APS,중국어,라벨,aps_master_equipment_code,设备代码,master.equipment.code
APS,한국어,라벨,aps_master_equipment_runtime,가동시간(분),master.equipment.runtime
APS,영어,라벨,aps_master_equipment_runtime,Runtime (min),master.equipment.runtime
APS,베트남어,라벨,aps_master_equipment_runtime,Thời gian (phút),master.equipment.runtime
APS,중국어,라벨,aps_master_equipment_runtime,运行时间(分钟),master.equipment.runtime
APS,한국어,라벨,aps_master_equipment_stRate,ST환산율,master.equipment.stRate
APS,영어,라벨,aps_master_equipment_stRate,ST Conversion Rate,master.equipment.stRate
APS,베트남어,라벨,aps_master_equipment_stRate,Tỉ lệ ST,master.equipment.stRate
APS,중국어,라벨,aps_master_equipment_stRate,ST换算率,master.equipment.stRate
APS,한국어,라벨,aps_master_inventory_asOf,기준일,master.inventory.asOf
APS,영어,라벨,aps_master_inventory_asOf,As-of Date,master.inventory.asOf
APS,베트남어,라벨,aps_master_inventory_asOf,Ngày chốt,master.inventory.asOf
APS,중국어,라벨,aps_master_inventory_asOf,基准日期,master.inventory.asOf
APS,한국어,라벨,aps_master_inventory_onHand,재고량,master.inventory.onHand
APS,영어,라벨,aps_master_inventory_onHand,On-hand Qty,master.inventory.onHand
APS,베트남어,라벨,aps_master_inventory_onHand,Tồn,master.inventory.onHand
APS,중국어,라벨,aps_master_inventory_onHand,库存量,master.inventory.onHand
APS,한국어,라벨,aps_master_inventory_warehouse,창고,master.inventory.warehouse
APS,영어,라벨,aps_master_inventory_warehouse,Warehouse,master.inventory.warehouse
APS,베트남어,라벨,aps_master_inventory_warehouse,Kho,master.inventory.warehouse
APS,중국어,라벨,aps_master_inventory_warehouse,仓库,master.inventory.warehouse
APS,한국어,라벨,aps_master_item_code,품목코드,master.item.code
APS,영어,라벨,aps_master_item_code,Item Code,master.item.code
APS,베트남어,라벨,aps_master_item_code,Mã Item,master.item.code
APS,중국어,라벨,aps_master_item_code,品项代码,master.item.code
APS,한국어,라벨,aps_master_item_name,이름,master.item.name
APS,영어,라벨,aps_master_item_name,Name,master.item.name
APS,베트남어,라벨,aps_master_item_name,Tên,master.item.name
APS,중국어,라벨,aps_master_item_name,名称,master.item.name
APS,한국어,라벨,aps_master_item_uom,단위,master.item.uom
APS,영어,라벨,aps_master_item_uom,UoM,master.item.uom
APS,베트남어,라벨,aps_master_item_uom,Đơn vị,master.item.uom
APS,중국어,라벨,aps_master_item_uom,单位,master.item.uom
APS,한국어,라벨,aps_master_routing_process,공정,master.routing.process
APS,영어,라벨,aps_master_routing_process,Process,master.routing.process
APS,베트남어,라벨,aps_master_routing_process,Công đoạn,master.routing.process
APS,중국어,라벨,aps_master_routing_process,工序,master.routing.process
APS,한국어,라벨,aps_master_routing_standardSt,표준S/T(분),master.routing.standardSt
APS,영어,라벨,aps_master_routing_standardSt,Standard S/T (min),master.routing.standardSt
APS,베트남어,라벨,aps_master_routing_standardSt,S/T tiêu chuẩn (phút),master.routing.standardSt
APS,중국어,라벨,aps_master_routing_standardSt,标准S/T(分钟),master.routing.standardSt
APS,한국어,라벨,aps_master_routing_step,단계,master.routing.step
APS,영어,라벨,aps_master_routing_step,Step,master.routing.step
APS,베트남어,라벨,aps_master_routing_step,Bước,master.routing.step
APS,중국어,라벨,aps_master_routing_step,工序步骤,master.routing.step
APS,한국어,라벨,aps_master_routing_wc,워크센터,master.routing.wc
APS,영어,라벨,aps_master_routing_wc,Work Center,master.routing.wc
APS,베트남어,라벨,aps_master_routing_wc,Work Center,master.routing.wc
APS,중국어,라벨,aps_master_routing_wc,工作中心,master.routing.wc
APS,한국어,라벨,aps_master_wc_code,코드,master.wc.code
APS,영어,라벨,aps_master_wc_code,Code,master.wc.code
APS,베트남어,라벨,aps_master_wc_code,Mã,master.wc.code
APS,중국어,라벨,aps_master_wc_code,代码,master.wc.code
APS,한국어,라벨,aps_master_wc_defaultRuntime,기본 가동시간(분),master.wc.defaultRuntime
APS,영어,라벨,aps_master_wc_defaultRuntime,Default Runtime (min),master.wc.defaultRuntime
APS,베트남어,라벨,aps_master_wc_defaultRuntime,Thời gian mặc định (phút),master.wc.defaultRuntime
APS,중국어,라벨,aps_master_wc_defaultRuntime,默认运行时间(分钟),master.wc.defaultRuntime
APS,한국어,라벨,aps_master_wc_equipmentCount,설비 수,master.wc.equipmentCount
APS,영어,라벨,aps_master_wc_equipmentCount,Equipment Count,master.wc.equipmentCount
APS,베트남어,라벨,aps_master_wc_equipmentCount,Số thiết bị,master.wc.equipmentCount
APS,중국어,라벨,aps_master_wc_equipmentCount,设备数量,master.wc.equipmentCount
APS,한국어,라벨,aps_master_wc_name,이름,master.wc.name
APS,영어,라벨,aps_master_wc_name,Name,master.wc.name
APS,베트남어,라벨,aps_master_wc_name,Tên,master.wc.name
APS,중국어,라벨,aps_master_wc_name,名称,master.wc.name
APS,한국어,라벨,aps_master_wc_totalRuntime,총 가동시간(분),master.wc.totalRuntime
APS,영어,라벨,aps_master_wc_totalRuntime,Total Runtime (min),master.wc.totalRuntime
APS,베트남어,라벨,aps_master_wc_totalRuntime,Tổng thời gian (phút),master.wc.totalRuntime
APS,중국어,라벨,aps_master_wc_totalRuntime,总运行时间(分钟),master.wc.totalRuntime
APS,한국어,라벨,aps_matrix_aggregate,WC 집계,matrix.aggregate
APS,영어,라벨,aps_matrix_aggregate,WC Aggregate,matrix.aggregate
APS,베트남어,라벨,aps_matrix_aggregate,Tổng hợp WC,matrix.aggregate
APS,중국어,라벨,aps_matrix_aggregate,WC汇总,matrix.aggregate
APS,한국어,라벨,aps_matrix_detail,계획 상세,matrix.detail
APS,영어,라벨,aps_matrix_detail,Plan Detail,matrix.detail
APS,베트남어,라벨,aps_matrix_detail,Chi tiết Plan,matrix.detail
APS,중국어,라벨,aps_matrix_detail,计划明细,matrix.detail
APS,한국어,라벨,aps_mps_add,추가,mps.add
APS,영어,라벨,aps_mps_add,Add,mps.add
APS,베트남어,라벨,aps_mps_add,Thêm,mps.add
APS,중국어,라벨,aps_mps_add,添加,mps.add
APS,한국어,라벨,aps_mps_endDate,종료일자,mps.endDate
APS,영어,라벨,aps_mps_endDate,End Date,mps.endDate
APS,베트남어,라벨,aps_mps_endDate,Ngày kết thúc,mps.endDate
APS,중국어,라벨,aps_mps_endDate,结束日期,mps.endDate
APS,한국어,라벨,aps_mps_list,MPS 목록,mps.list
APS,영어,라벨,aps_mps_list,MPS List,mps.list
APS,베트남어,라벨,aps_mps_list,Danh sách MPS,mps.list
APS,중국어,라벨,aps_mps_list,MPS列表,mps.list
APS,한국어,라벨,aps_mps_orderNo,오더 번호,mps.orderNo
APS,영어,라벨,aps_mps_orderNo,Order No.,mps.orderNo
APS,베트남어,라벨,aps_mps_orderNo,Mã Order,mps.orderNo
APS,중국어,라벨,aps_mps_orderNo,订单编号,mps.orderNo
APS,한국어,라벨,aps_mps_status,상태,mps.status
APS,영어,라벨,aps_mps_status,Status,mps.status
APS,베트남어,라벨,aps_mps_status,Trạng thái,mps.status
APS,중국어,라벨,aps_mps_status,状态,mps.status
APS,한국어,라벨,aps_mps_statusDraft,작성,mps.statusDraft
APS,영어,라벨,aps_mps_statusDraft,Draft,mps.statusDraft
APS,베트남어,라벨,aps_mps_statusDraft,Đã lập,mps.statusDraft
APS,중국어,라벨,aps_mps_statusDraft,已编制,mps.statusDraft
APS,한국어,라벨,aps_nav_aps,APS 작업계획,nav.aps
APS,영어,라벨,aps_nav_aps,APS Work Plan,nav.aps
APS,베트남어,라벨,aps_nav_aps,Kế hoạch APS,nav.aps
APS,중국어,라벨,aps_nav_aps,APS作业计划,nav.aps
APS,한국어,라벨,aps_nav_bom,BOM,nav.bom
APS,영어,라벨,aps_nav_bom,BOM,nav.bom
APS,베트남어,라벨,aps_nav_bom,BOM,nav.bom
APS,중국어,라벨,aps_nav_bom,BOM,nav.bom
APS,한국어,라벨,aps_nav_inventory,재고,nav.inventory
APS,영어,라벨,aps_nav_inventory,Inventory,nav.inventory
APS,베트남어,라벨,aps_nav_inventory,Tồn kho,nav.inventory
APS,중국어,라벨,aps_nav_inventory,库存,nav.inventory
APS,한국어,라벨,aps_nav_items,품목 / 라우팅,nav.items
APS,영어,라벨,aps_nav_items,Item / Routing,nav.items
APS,베트남어,라벨,aps_nav_items,Item / Routing,nav.items
APS,중국어,라벨,aps_nav_items,品项 / 工艺路线,nav.items
APS,한국어,라벨,aps_nav_masters,마스터 데이터,nav.masters
APS,영어,라벨,aps_nav_masters,Master Data,nav.masters
APS,베트남어,라벨,aps_nav_masters,Master data,nav.masters
APS,중국어,라벨,aps_nav_masters,主数据,nav.masters
APS,한국어,라벨,aps_nav_mps,생산계획 (MPS),nav.mps
APS,영어,라벨,aps_nav_mps,Production Plan (MPS),nav.mps
APS,베트남어,라벨,aps_nav_mps,MPS,nav.mps
APS,중국어,라벨,aps_nav_mps,生产计划 (MPS),nav.mps
APS,한국어,라벨,aps_nav_workCenters,작업장 / 설비,nav.workCenters
APS,영어,라벨,aps_nav_workCenters,Work Center / Equipment,nav.workCenters
APS,베트남어,라벨,aps_nav_workCenters,Work Center / Thiết bị,nav.workCenters
APS,중국어,라벨,aps_nav_workCenters,工作中心 / 设备,nav.workCenters
APS,한국어,라벨,aps_planMatrix_col_item,품목,planMatrix.col.item
APS,영어,라벨,aps_planMatrix_col_item,Item,planMatrix.col.item
APS,베트남어,라벨,aps_planMatrix_col_item,Item,planMatrix.col.item
APS,중국어,라벨,aps_planMatrix_col_item,品项,planMatrix.col.item
APS,한국어,라벨,aps_planMatrix_col_qty,계획수량,planMatrix.col.qty
APS,영어,라벨,aps_planMatrix_col_qty,Plan Qty,planMatrix.col.qty
APS,베트남어,라벨,aps_planMatrix_col_qty,SL kế hoạch,planMatrix.col.qty
APS,중국어,라벨,aps_planMatrix_col_qty,计划数量,planMatrix.col.qty
APS,한국어,라벨,aps_planMatrix_col_wc,작업장,planMatrix.col.wc
APS,영어,라벨,aps_planMatrix_col_wc,WC,planMatrix.col.wc
APS,베트남어,라벨,aps_planMatrix_col_wc,WC,planMatrix.col.wc
APS,중국어,라벨,aps_planMatrix_col_wc,WC,planMatrix.col.wc
APS,한국어,라벨,aps_planMatrix_subtitle,각 행 = 1 계획 · 셀 값 = 일별 생산 수량,planMatrix.subtitle
APS,영어,라벨,aps_planMatrix_subtitle,Each row = 1 plan · Cell value = daily production qty,planMatrix.subtitle
APS,베트남어,라벨,aps_planMatrix_subtitle,Mỗi hàng = 1 plan · số trong ô = SL sản xuất trong ngày,planMatrix.subtitle
APS,중국어,라벨,aps_planMatrix_subtitle,每行 = 1个计划 · 单元格数值 = 每日生产数量,planMatrix.subtitle
APS,한국어,라벨,aps_planMatrix_title,계획별 부하 상세,planMatrix.title
APS,영어,라벨,aps_planMatrix_title,Load Detail by Plan,planMatrix.title
APS,베트남어,라벨,aps_planMatrix_title,Chi tiết tải theo Plan,planMatrix.title
APS,중국어,라벨,aps_planMatrix_title,按计划的负荷明细,planMatrix.title
APS,한국어,라벨,aps_risk_both,자재부족+부하초과,risk.both
APS,영어,라벨,aps_risk_both,Shortage + Overload,risk.both
